event_id,log,source,category,subcategory,description,sample,reference,how_to_collect,sample_type,mitre_techniques,acsc_priority_log,nist_800_53_au,field_schema,group_policy_path,opposite_event_id,cim_mapping
4615,Security,Microsoft-Windows-Security-Auditing,System,Audit System Integrity,Invalid use of LPC port.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4615
Task Category: Audit System Integrity
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
Invalid use of LPC port.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""}}",,,
4616,Security,Microsoft-Windows-Security-Auditing,System,Audit Security State Change,The system time was changed.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4616
Task Category: Audit Security State Change
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The system time was changed.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21",,,illustrative,,Yes,AU-8,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""}}",,,Change.Endpoint_Changes
4618,Security,Microsoft-Windows-Security-Auditing,System,Audit System Integrity,A monitored security event pattern has occurred.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4618
Task Category: Audit System Integrity
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A monitored security event pattern has occurred.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""}}",,,
4621,Security,Microsoft-Windows-Security-Auditing,System,Audit Security State Change,Administrator recovered system from CrashOnAuditFail.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4621
Task Category: Audit Security State Change
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
Administrator recovered system from CrashOnAuditFail.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""}}",,,Change.Endpoint_Changes
4622,Security,Microsoft-Windows-Security-Auditing,System,Audit Security System Extension,A security package has been loaded by the Local Security Authority.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4622
Task Category: Audit Security System Extension
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A security package has been loaded by the Local Security Authority.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""}}",,,
4624,Security,Microsoft-Windows-Security-Auditing,Logon/Logoff,Audit Logon,An account was successfully logged on.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4624
Task Category: Audit Logon
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DC01$
	Account Domain:		CORP
	Logon ID:		0x3E7

Logon Type:			3

New Logon:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21
	Logon GUID:		{3f9a2b7c-1d4e-4a2b-9c3d-8e7f6a5b4c3d}

Process Information:
	Process ID:		0x1a4
	Process Name:		C:\Windows\System32\lsass.exe

Network Information:
	Workstation Name:	WKS-0142
	Source Network Address:	10.20.40.142
	Source Port:		52344

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0",,Audit Logon,illustrative,T1021; T1070; T1078; T1110; T1114; T1185; T1199; T1207; T1213; T1538; T1550; T1552; T1556; T1563; T1606; T1021.001; T1021.002; T1021.004; T1021.005; T1021.006; T1070.005; T1078.001; T1078.002; T1078.003; T1078.004; T1110.001; T1110.002; T1110.003; T1110.004; T1114.002; T1213.001; T1213.002; T1213.003; T1550.002; T1550.003; T1552.005; T1552.007; T1556.001; T1556.003; T1563.001; T1563.002; T1606.001; T1606.002,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""logon_type"":""integer"",""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""new_logon"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex"",""logon_guid"":""guid""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""network_information"":{""workstation_name"":""string"",""source_network_address"":""ip"",""source_port"":""integer""},""detailed_authentication_information"":{""logon_process"":""string"",""authentication_package"":""string"",""transited_services"":""string"",""package_name_ntlm_only"":""string"",""key_length"":""integer""}}",,4625,Authentication
4625,Security,Microsoft-Windows-Security-Auditing,Logon/Logoff,Audit Account Lockout,An account failed to log on.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4625
Task Category: Audit Account Lockout
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
An account failed to log on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DC01$
	Account Domain:		CORP
	Logon ID:		0x3E7

Logon Type:			3

New Logon:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21
	Logon GUID:		{3f9a2b7c-1d4e-4a2b-9c3d-8e7f6a5b4c3d}

Process Information:
	Process ID:		0x1a4
	Process Name:		C:\Windows\System32\lsass.exe

Network Information:
	Workstation Name:	WKS-0142
	Source Network Address:	10.20.40.142
	Source Port:		52344

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

Failure Information:
	Failure Reason:		Unknown user name or bad password.
	Status:			0xC000006D
	Sub Status:		0xC000006A",,Audit Account Lockout; Audit Logon,illustrative,T1070; T1078; T1110; T1207; T1538; T1550; T1552; T1070.005; T1078.001; T1078.002; T1078.003; T1078.004; T1110.001; T1110.002; T1110.003; T1110.004; T1550.002; T1550.003; T1552.005; T1552.007,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""logon_type"":""integer"",""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""new_logon"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex"",""logon_guid"":""guid""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""network_information"":{""workstation_name"":""string"",""source_network_address"":""ip"",""source_port"":""integer""},""detailed_authentication_information"":{""logon_process"":""string"",""authentication_package"":""string"",""transited_services"":""string"",""package_name_ntlm_only"":""string"",""key_length"":""integer""},""failure_information"":{""failure_reason"":""string"",""status"":""hex"",""sub_status"":""hex""}}",,4624,Authentication
4625,Security,Microsoft-Windows-Security-Auditing,Logon/Logoff,Audit Logon,An account failed to log on.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4625
Task Category: Audit Logon
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
An account failed to log on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DC01$
	Account Domain:		CORP
	Logon ID:		0x3E7

Logon Type:			3

New Logon:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21
	Logon GUID:		{3f9a2b7c-1d4e-4a2b-9c3d-8e7f6a5b4c3d}

Process Information:
	Process ID:		0x1a4
	Process Name:		C:\Windows\System32\lsass.exe

Network Information:
	Workstation Name:	WKS-0142
	Source Network Address:	10.20.40.142
	Source Port:		52344

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

Failure Information:
	Failure Reason:		Unknown user name or bad password.
	Status:			0xC000006D
	Sub Status:		0xC000006A",,Audit Account Lockout; Audit Logon,illustrative,T1070; T1078; T1110; T1207; T1538; T1550; T1552; T1070.005; T1078.001; T1078.002; T1078.003; T1078.004; T1110.001; T1110.002; T1110.003; T1110.004; T1550.002; T1550.003; T1552.005; T1552.007,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""logon_type"":""integer"",""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""new_logon"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex"",""logon_guid"":""guid""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""network_information"":{""workstation_name"":""string"",""source_network_address"":""ip"",""source_port"":""integer""},""detailed_authentication_information"":{""logon_process"":""string"",""authentication_package"":""string"",""transited_services"":""string"",""package_name_ntlm_only"":""string"",""key_length"":""integer""},""failure_information"":{""failure_reason"":""string"",""status"":""hex"",""sub_status"":""hex""}}",,4624,Authentication
4634,Security,Microsoft-Windows-Security-Auditing,Logon/Logoff,Audit Logoff,An account was logged off.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4634
Task Category: Audit Logoff
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
An account was logged off.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Logon Type:			3",,Audit Logoff,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""logon_type"":""integer"",""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""}}",,,Change.Account_Management
4646,Security,Microsoft-Windows-Security-Auditing,Logon/Logoff,Audit IPsec Main Mode,IKE DoS-prevention mode started.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      4646
Task Category: Audit IPsec Main Mode
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
IKE DoS-prevention mode started.

Local Endpoint:
	Local Principal Name:		-
	Local Address:			10.20.10.5
	Local Port:			500

Remote Endpoint:
	Remote Principal Name:		-
	Remote Address:			10.20.40.142
	Remote Port:			500

IKE/AuthIP Information:
	Authentication Method:		Preshared key
	Diffie-Hellman Group:		2 (1024 bit MODP)
	Encryption Algorithm:		AES-128
	Integrity Algorithm:		SHA1",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""local_endpoint"":{""local_principal_name"":""string"",""local_address"":""ip"",""local_port"":""integer""},""remote_endpoint"":{""remote_principal_name"":""string"",""remote_address"":""ip"",""remote_port"":""integer""},""ikeauth_ip_information"":{""authentication_method"":""string"",""diffie-hellman_group"":""string"",""encryption_algorithm"":""string"",""integrity_algorithm"":""string""}}",,,Network_Traffic
